file_ID,author,lab,label,particle_type,run_oldID,setup,phi (-),d (m),rho_p (kg/m3),v_s (m/s),alpha (deg.),rho_a (kg/m3),rho_f (kg/m3),nu_f (kg/(m.s)),nu_a (kg/(m.s)),T_a (deg. celsius),T_f (deg. celsius),L0 (m),W0 (m),H0 (m),H_a (m),L_1 (m),vs (m/s),rho_c (kg/m3),gprime (m/s2),u0 (m/s),a (-),Re (-),At (-),St (-),Fr (-),L (-)
run_061.nc,Cyril,IMFT,run_061.nc,silica sand,Slope3 -- manip18,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.119e-01,2.067e+00,6.679e+04,4.848e-02,3.887e-02,4.387e-01,4.663e-03
run_062.nc,Cyril,IMFT,run_062.nc,silica sand,Slope3 -- manip19,IMFT,1.536e-01,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.252e+03,2.495e+00,7.145e-01,2.067e+00,1.830e+05,2.543e-01,1.697e-02,3.858e-01,-1.872e-04
run_063.nc,Cyril,IMFT,run_063.nc,silica sand,Slope3 -- manip20,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.119e-01,2.067e+00,6.679e+04,4.848e-02,3.887e-02,3.632e-01,-1.350e-03
run_064.nc,Cyril,IMFT,run_064.nc,silica sand,Slope3 -- manip21,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.119e-01,2.067e+00,6.679e+04,4.848e-02,3.887e-02,3.257e-01,-3.369e-03
run_065.nc,Cyril,IMFT,run_065.nc,silica sand,Slope3 -- manip22,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.119e-01,2.067e+00,6.679e+04,4.848e-02,3.887e-02,3.170e-01,-3.066e-03
run_066.nc,Cyril,IMFT,run_066.nc,silica sand,Slope3 -- manip23,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.119e-01,2.067e+00,6.679e+04,4.848e-02,3.887e-02,3.667e-01,-9.581e-04
run_067.nc,Cyril,IMFT,run_067.nc,silica sand,Slope3 -- manip24,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.119e-01,2.067e+00,6.679e+04,4.848e-02,3.887e-02,3.206e-01,-3.947e-03
run_068.nc,Cyril,IMFT,run_068.nc,silica sand,Slope3 -- manip25,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.119e-01,2.067e+00,6.679e+04,4.848e-02,3.887e-02,3.027e-01,-5.648e-03
run_069.nc,Cyril,IMFT,run_069.nc,silica sand,Slope5 -- manip01,IMFT,2.091e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.033e+03,3.396e-01,2.619e-01,2.041e+00,5.463e+04,3.461e-02,4.630e-02,3.242e-01,-5.572e-03
run_070.nc,Cyril,IMFT,run_070.nc,silica sand,Slope5 -- manip02,IMFT,8.753e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.012e+03,1.421e-01,1.695e-01,2.041e+00,3.466e+04,1.449e-02,7.156e-02,4.582e-01,8.994e-03
run_071.nc,Cyril,IMFT,run_071.nc,silica sand,Slope5 -- manip03,IMFT,2.966e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.047e+03,4.817e-01,3.119e-01,2.041e+00,6.598e+04,4.910e-02,3.887e-02,3.174e-01,-5.642e-03
run_072.nc,Cyril,IMFT,run_072.nc,silica sand,Slope5 -- manip04,IMFT,4.085e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.065e+03,6.633e-01,3.661e-01,2.041e+00,7.879e+04,6.762e-02,3.313e-02,3.169e-01,-3.633e-03
run_073.nc,Cyril,IMFT,run_073.nc,silica sand,Slope5 -- manip05,IMFT,5.057e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.082e+03,8.212e-01,4.073e-01,2.041e+00,8.900e+04,8.372e-02,2.977e-02,3.271e-01,-1.927e-03
run_074.nc,Cyril,IMFT,run_074.nc,silica sand,Slope5 -- manip06,IMFT,6.419e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.104e+03,1.042e+00,4.589e-01,2.041e+00,1.023e+05,1.063e-01,2.643e-02,3.416e-01,-1.121e-03
run_075.nc,Cyril,IMFT,run_075.nc,silica sand,Slope5 -- manip07,IMFT,7.975e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.130e+03,1.295e+00,5.115e-01,2.041e+00,1.167e+05,1.320e-01,2.371e-02,3.289e-01,-3.052e-03
run_076.nc,Cyril,IMFT,run_076.nc,silica sand,Slope5 -- manip08,IMFT,1.264e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.207e+03,2.053e+00,6.440e-01,2.041e+00,1.570e+05,2.093e-01,1.883e-02,3.801e-01,-7.080e-04
run_077.nc,Cyril,IMFT,run_077.nc,silica sand,Slope5 -- manip09,IMFT,1.021e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.167e+03,1.658e+00,5.788e-01,2.041e+00,1.364e+05,1.690e-01,2.095e-02,3.787e-01,-3.048e-03
run_078.nc,Cyril,IMFT,run_078.nc,silica sand,Slope5 -- manip10,IMFT,6.808e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.009e+03,1.106e-01,1.494e-01,2.041e+00,3.047e+04,1.127e-02,8.114e-02,3.995e-01,3.447e-03
run_079.nc,Cyril,IMFT,run_079.nc,silica sand,Slope5 -- manip11,IMFT,4.863e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.006e+03,7.897e-02,1.263e-01,2.041e+00,2.567e+04,8.050e-03,9.601e-02,4.267e-01,9.137e-03
run_080.nc,Cyril,IMFT,run_080.nc,silica sand,Slope5 -- manip12,IMFT,2.431e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.002e+03,3.948e-02,8.931e-02,2.041e+00,1.808e+04,4.025e-03,1.358e-01,4.617e-01,1.797e-02
run_081.nc,Cyril,IMFT,run_081.nc,silica sand,Slope5 -- manip13,IMFT,6.808e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.009e+03,1.106e-01,1.494e-01,2.041e+00,3.047e+04,1.127e-02,8.114e-02,4.269e-01,6.450e-03
run_082.nc,Cyril,IMFT,run_082.nc,silica sand,Slope5 -- manip14,IMFT,6.808e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.009e+03,1.106e-01,1.494e-01,2.041e+00,3.047e+04,1.127e-02,8.114e-02,4.491e-01,9.032e-03
run_083.nc,Cyril,IMFT,run_083.nc,silica sand,Slope5 -- manip15,IMFT,2.966e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.047e+03,4.817e-01,3.119e-01,2.041e+00,6.598e+04,4.910e-02,3.887e-02,3.308e-01,-3.317e-03
run_084.nc,Cyril,IMFT,run_084.nc,silica sand,Slope5 -- manip16,IMFT,2.966e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.047e+03,4.817e-01,3.119e-01,2.041e+00,6.598e+04,4.910e-02,3.887e-02,3.492e-01,-2.760e-03
run_085.nc,Cyril,IMFT,run_085.nc,silica sand,Slope5 -- manip17,IMFT,1.459e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.022e+03,2.369e-01,2.188e-01,2.041e+00,4.517e+04,2.415e-02,5.543e-02,3.438e-01,-2.469e-03
run_086.nc,Cyril,IMFT,run_086.nc,silica sand,Slope5 -- manip18,IMFT,1.556e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.255e+03,2.527e+00,7.145e-01,2.041e+00,1.812e+05,2.576e-01,1.697e-02,3.627e-01,-1.899e-03
run_087.nc,Cyril,IMFT,run_087.nc,silica sand,Slope5 -- manip19,IMFT,1.021e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.167e+03,1.658e+00,5.788e-01,2.041e+00,1.364e+05,1.690e-01,2.095e-02,3.883e-01,2.114e-03
run_088.nc,Cyril,IMFT,run_088.nc,silica sand,Slope5 -- manip20,IMFT,1.021e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.167e+03,1.658e+00,5.788e-01,2.041e+00,1.364e+05,1.690e-01,2.095e-02,3.569e-01,-3.807e-03
run_089.nc,Cyril,IMFT,run_089.nc,glass beads,Silibeads40_70 -- run01,IMFT,9.809e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.014e+03,1.593e-01,1.794e-01,2.042e+00,3.678e+04,1.624e-02,2.068e-02,4.291e-01,5.251e-04
run_090.nc,Cyril,IMFT,run_090.nc,glass beads,Silibeads40_70 -- run02,IMFT,2.920e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.046e+03,4.743e-01,3.096e-01,2.042e+00,6.546e+04,4.835e-02,1.199e-02,4.100e-01,-6.368e-04
run_091.nc,Cyril,IMFT,run_091.nc,glass beads,Silibeads40_70 -- run03,IMFT,4.861e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.078e+03,7.894e-01,3.994e-01,2.042e+00,8.705e+04,8.047e-02,9.291e-03,4.061e-01,-2.266e-03
run_092.nc,Cyril,IMFT,run_092.nc,glass beads,Silibeads40_70 -- run04,IMFT,4.861e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.006e+03,7.894e-02,1.263e-01,2.042e+00,2.568e+04,8.047e-03,2.938e-02,4.438e-01,4.199e-03
run_093.nc,Cyril,IMFT,run_093.nc,glass beads,Silibeads40_70 -- run05,IMFT,1.458e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.976e+02,9.976e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.022e+03,2.369e-01,2.188e-01,2.042e+00,4.519e+04,2.415e-02,1.696e-02,4.491e-01,1.418e-03
run_094.nc,Cyril,IMFT,run_094.nc,glass beads,Silibeads40_70 -- run06,IMFT,1.168e-01,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.976e+02,9.976e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.191e+03,1.898e+00,6.194e-01,2.042e+00,1.491e+05,1.935e-01,5.993e-03,4.352e-01,-2.693e-03
run_095.nc,Cyril,IMFT,run_095.nc,glass beads,Silibeads40_70 -- run07,IMFT,1.966e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.976e+02,9.976e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.030e+03,3.194e-01,2.541e-01,2.042e+00,5.290e+04,3.256e-02,1.461e-02,3.977e-01,-9.432e-04
run_096.nc,Cyril,IMFT,run_096.nc,glass beads,Silibeads40_70 -- run08,IMFT,7.295e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.978e+02,9.978e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.118e+03,1.185e+00,4.894e-01,2.042e+00,1.106e+05,1.208e-01,7.584e-03,5.692e-01,9.677e-03
run_097.nc,Cyril,IMFT,run_097.nc,glass beads,Silibeads40_70 -- run09,IMFT,1.465e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.978e+02,9.978e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.022e+03,2.380e-01,2.193e-01,2.042e+00,4.530e+04,2.426e-02,1.692e-02,4.569e-01,1.980e-03
run_098.nc,Cyril,IMFT,run_098.nc,glass beads,Silibeads40_70 -- run10,IMFT,9.809e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.978e+02,9.978e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.160e+03,1.593e+00,5.675e-01,2.042e+00,1.330e+05,1.624e-01,6.540e-03,5.202e-01,3.604e-03
run_099.nc,Cyril,IMFT,run_099.nc,glass beads,Silibeads40_70 -- run11,IMFT,3.500e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.978e+02,9.978e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.004e+03,5.685e-02,1.072e-01,2.042e+00,2.174e+04,5.795e-03,3.463e-02,4.005e-01,3.829e-03
run_100.nc,Cyril,IMFT,run_100.nc,glass beads,Silibeads40_70 -- run12,IMFT,2.430e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.002e+03,3.948e-02,8.933e-02,2.042e+00,1.809e+04,4.025e-03,4.155e-02,3.971e-01,3.919e-03
run_101.nc,Cyril,IMFT,run_101.nc,glass beads,Silibeads40_70 -- run13,IMFT,1.458e-01,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.239e+03,2.369e+00,6.920e-01,2.042e+00,1.732e+05,2.415e-01,5.364e-03,4.557e-01,-1.175e-03
run_102.nc,Cyril,IMFT,run_102.nc,glass beads,Silibeads40_70 -- run14,IMFT,6.805e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.009e+03,1.106e-01,1.495e-01,2.042e+00,3.048e+04,1.127e-02,2.483e-02,3.853e-01,5.550e-05
run_103.nc,Cyril,IMFT,run_103.nc,glass beads,Silibeads40_70 -- run15,IMFT,4.864e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.078e+03,7.902e-01,3.996e-01,2.042e+00,8.707e+04,8.055e-02,9.288e-03,5.042e-01,3.691e-03
run_104.nc,Cyril,IMFT,run_104.nc,glass beads,Silibeads40_70 -- run16,IMFT,2.450e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.002e+03,3.980e-02,8.969e-02,2.042e+00,1.816e+04,4.057e-03,4.138e-02,4.003e-01,5.060e-03
run_105.nc,Cyril,IMFT,run_105.nc,glass beads,Silibeads40_70 -- run17,IMFT,3.422e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.003e+03,5.559e-02,1.060e-01,2.042e+00,2.150e+04,5.667e-03,3.502e-02,4.062e-01,2.755e-03
run_106.nc,Cyril,IMFT,run_106.nc,glass beads,Silibeads40_70 -- run18,IMFT,4.900e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.006e+03,7.960e-02,1.268e-01,2.042e+00,2.578e+04,8.114e-03,2.926e-02,4.937e-01,6.604e-03
run_107.nc,Cyril,IMFT,run_107.nc,glass beads,Silibeads100_200 -- run01,IMFT,9.721e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.014e+03,1.579e-01,1.786e-01,2.042e+00,3.661e+04,1.609e-02,9.194e-02,4.668e-01,1.484e-02
run_108.nc,Cyril,IMFT,run_108.nc,glass beads,Silibeads100_200 -- run02,IMFT,1.461e-02,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.022e+03,2.373e-01,2.190e-01,2.042e+00,4.524e+04,2.419e-02,7.499e-02,4.460e-01,1.060e-02
run_109.nc,Cyril,IMFT,run_109.nc,glass beads,Silibeads100_200 -- run03,IMFT,2.918e-02,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.046e+03,4.740e-01,3.095e-01,2.042e+00,6.544e+04,4.832e-02,5.306e-02,4.432e-01,6.257e-03
run_110.nc,Cyril,IMFT,run_110.nc,glass beads,Silibeads100_200 -- run04,IMFT,6.805e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.009e+03,1.105e-01,1.495e-01,2.042e+00,3.048e+04,1.127e-02,1.099e-01,4.324e-01,1.158e-02
run_111.nc,Cyril,IMFT,run_111.nc,glass beads,Silibeads100_200 -- run05,IMFT,4.862e-02,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.078e+03,7.895e-01,3.994e-01,2.042e+00,8.706e+04,8.048e-02,4.111e-02,4.590e-01,5.211e-03
run_112.nc,Cyril,IMFT,run_112.nc,glass beads,Silibeads100_200 -- run06,IMFT,1.944e-02,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.030e+03,3.157e-01,2.526e-01,2.042e+00,5.259e+04,3.218e-02,6.501e-02,4.121e-01,7.778e-03
run_113.nc,Cyril,IMFT,run_113.nc,glass beads,Silibeads100_200 -- run07,IMFT,9.799e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.014e+03,1.591e-01,1.793e-01,2.042e+00,3.676e+04,1.622e-02,9.158e-02,4.252e-01,1.031e-02
run_114.nc,Cyril,IMFT,run_114.nc,glass beads,Silibeads100_200 -- run08,IMFT,4.909e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.006e+03,7.972e-02,1.269e-01,2.042e+00,2.581e+04,8.126e-03,1.294e-01,3.958e-01,1.292e-02
run_115.nc,Cyril,IMFT,run_115.nc,glass beads,Silibeads150_250 -- run01,IMFT,2.922e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.046e+03,4.744e-01,3.096e-01,2.042e+00,6.549e+04,4.836e-02,1.015e-01,4.441e-01,1.302e-02
run_116.nc,Cyril,IMFT,run_116.nc,glass beads,Silibeads150_250 -- run02,IMFT,1.944e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.030e+03,3.156e-01,2.526e-01,2.042e+00,5.259e+04,3.217e-02,1.245e-01,3.941e-01,1.151e-02
run_117.nc,Cyril,IMFT,run_117.nc,glass beads,Silibeads150_250 -- run03,IMFT,4.863e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.079e+03,7.894e-01,3.994e-01,2.042e+00,8.707e+04,8.047e-02,7.871e-02,4.772e-01,1.103e-02
run_118.nc,Cyril,IMFT,run_118.nc,glass beads,Silibeads150_250 -- run04,IMFT,2.918e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.046e+03,4.737e-01,3.094e-01,2.042e+00,6.544e+04,4.829e-02,1.016e-01,4.425e-01,1.406e-02
run_119.nc,Cyril,IMFT,run_119.nc,glass beads,Silibeads150_250 -- run05,IMFT,7.297e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.119e+03,1.185e+00,4.893e-01,2.042e+00,1.106e+05,1.207e-01,6.425e-02,5.946e-01,1.890e-02
run_120.nc,Cyril,IMFT,run_120.nc,glass beads,Silibeads150_250 -- run06,IMFT,3.892e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.062e+03,6.319e-01,3.574e-01,2.042e+00,7.674e+04,6.441e-02,8.797e-02,4.453e-01,1.346e-02
run_121.nc,Cyril,IMFT,run_121.nc,glass beads,Silibeads150_250 -- run07,IMFT,1.460e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.022e+03,2.370e-01,2.189e-01,2.042e+00,4.522e+04,2.416e-02,1.436e-01,5.093e-01,3.251e-02
run_122.nc,Cyril,IMFT,run_122.nc,glass beads,Silibeads150_250 -- run08,IMFT,2.923e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.046e+03,4.745e-01,3.097e-01,2.042e+00,6.550e+04,4.837e-02,1.015e-01,4.429e-01,1.344e-02
run_123.nc,Cyril,IMFT,run_123.nc,saline water,Saline -- run01,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.020e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.020e+03,2.142e-01,2.081e-01,2.042e+00,4.290e+04,2.184e-02,nan,3.992e-01,4.100e-03
run_124.nc,Cyril,IMFT,run_124.nc,saline water,Saline -- run02,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.982e+02,1.100e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.100e+03,1.004e+00,4.506e-01,2.042e+00,1.002e+05,1.024e-01,nan,4.670e-01,-1.169e-03
