file_ID,author,lab,label,particle_type,run_oldID,setup,phi (-),d (m),rho_p (kg/m3),v_s (m/s),alpha (deg.),rho_a (kg/m3),rho_f (kg/m3),nu_f (kg/(m.s)),nu_a (kg/(m.s)),T_a (deg. celsius),T_f (deg. celsius),L0 (m),W0 (m),H0 (m),H_a (m),L_1 (m),vs (m/s),rho_c (kg/m3),gprime (m/s2),u0 (m/s),a (-),Re (-),At (-),St (-),Fr (-),L (-)
run_125.nc,Cyril,IMFT,run_125.nc,saline water,Saline -- run03,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.982e+02,1.051e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.051e+03,5.199e-01,3.242e-01,2.042e+00,6.886e+04,5.300e-02,nan,4.631e-01,-1.841e-03
run_126.nc,Cyril,IMFT,run_126.nc,saline water,Saline -- run04,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.035e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.035e+03,3.567e-01,2.685e-01,2.042e+00,5.615e+04,3.636e-02,nan,4.240e-01,-3.788e-03
run_127.nc,Cyril,IMFT,run_127.nc,saline water,Saline -- run05,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.006e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.006e+03,7.763e-02,1.253e-01,2.042e+00,2.547e+04,7.913e-03,nan,4.457e-01,-2.293e-03
run_128.nc,Cyril,IMFT,run_128.nc,saline water,Saline -- run06,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.195e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.195e+03,1.935e+00,6.253e-01,2.042e+00,1.511e+05,1.972e-01,nan,4.271e-01,-4.062e-03
run_129.nc,Cyril,IMFT,run_129.nc,saline water,Saline -- run07,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.023e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.023e+03,2.417e-01,2.210e-01,2.042e+00,4.570e+04,2.464e-02,nan,4.247e-01,-2.903e-03
run_130.nc,Cyril,IMFT,run_130.nc,saline water,Saline -- run08,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.983e+02,1.139e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.139e+03,1.382e+00,5.284e-01,2.042e+00,1.216e+05,1.408e-01,nan,4.280e-01,-3.257e-03
run_131.nc,Cyril,IMFT,run_131.nc,saline water,Saline -- run09,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.030e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.030e+03,3.085e-01,2.497e-01,2.042e+00,5.198e+04,3.145e-02,nan,4.729e-01,-8.284e-04
run_132.nc,Cyril,IMFT,run_132.nc,saline water,Saline -- run10,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.006e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.006e+03,7.369e-02,1.220e-01,2.042e+00,2.481e+04,7.511e-03,nan,4.716e-01,-1.173e-03
run_133.nc,Cyril,IMFT,run_133.nc,saline water,Saline -- run11,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.141e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.141e+03,1.404e+00,5.327e-01,2.042e+00,1.229e+05,1.431e-01,nan,4.534e-01,-2.012e-03
run_134.nc,Cyril,IMFT,run_134.nc,saline water,Saline -- run12,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.031e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.031e+03,3.232e-01,2.556e-01,2.042e+00,5.328e+04,3.295e-02,nan,4.280e-01,-3.162e-03
run_135.nc,Cyril,IMFT,run_135.nc,saline water,Saline -- run13,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.003e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.003e+03,4.126e-02,9.132e-02,2.042e+00,1.851e+04,4.206e-03,nan,3.991e-01,-3.645e-03
run_136.nc,Cyril,IMFT,run_136.nc,saline water,Saline -- run14,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.002e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.002e+03,3.340e-02,8.217e-02,2.042e+00,1.664e+04,3.405e-03,nan,3.434e-01,-7.192e-03
run_137.nc,Cyril,IMFT,run_137.nc,saline water,Saline -- run15,IMFT,0.000e+00,nan,2.650e+03,nan,7.240e+00,9.985e+02,1.012e+03,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,nan,1.012e+03,1.326e-01,1.637e-01,2.042e+00,3.349e+04,1.352e-02,nan,4.131e-01,-3.601e-03
run_138.nc,Cyril,IMFT,run_138.nc,silica sand,Sand120m_Theta0 -- run01,IMFT,2.919e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.047e+03,4.738e-01,3.095e-01,2.042e+00,6.546e+04,4.830e-02,3.918e-02,4.153e-01,4.509e-03
run_139.nc,Cyril,IMFT,run_139.nc,silica sand,Sand120m_Theta0 -- run02,IMFT,4.382e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.071e+03,7.113e-01,3.792e-01,2.042e+00,8.205e+04,7.251e-02,3.198e-02,3.913e-01,2.144e-03
run_140.nc,Cyril,IMFT,run_140.nc,silica sand,Sand120m_Theta0 -- run03,IMFT,1.946e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.030e+03,3.159e-01,2.527e-01,2.042e+00,5.262e+04,3.220e-02,4.798e-02,3.562e-01,1.729e-03
run_141.nc,Cyril,IMFT,run_141.nc,silica sand,Sand120m_Theta0 -- run04,IMFT,9.780e-03,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.014e+03,1.587e-01,1.791e-01,2.042e+00,3.672e+04,1.618e-02,6.769e-02,3.976e-01,7.944e-03
run_142.nc,Cyril,IMFT,run_142.nc,silica sand,Sand120m_Theta0 -- run05,IMFT,5.891e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.096e+03,9.562e-01,4.396e-01,2.042e+00,9.734e+04,9.747e-02,2.758e-02,4.831e-01,9.202e-03
run_143.nc,Cyril,IMFT,run_143.nc,silica sand,Sand120m_Theta0 -- run06,IMFT,7.291e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.119e+03,1.183e+00,4.891e-01,2.042e+00,1.106e+05,1.206e-01,2.479e-02,4.995e-01,8.678e-03
run_144.nc,Cyril,IMFT,run_144.nc,silica sand,Sand120m_Theta0 -- run07,IMFT,1.458e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.022e+03,2.367e-01,2.187e-01,2.042e+00,4.519e+04,2.413e-02,5.544e-02,4.046e-01,6.879e-03
run_145.nc,Cyril,IMFT,run_145.nc,silica sand,Sand120m_Theta0 -- run08,IMFT,6.844e-03,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.010e+03,1.111e-01,1.498e-01,2.042e+00,3.057e+04,1.132e-02,8.092e-02,3.952e-01,9.159e-03
run_146.nc,Cyril,IMFT,run_146.nc,silica sand,Sand120m_Theta0 -- run09,IMFT,9.732e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.159e+03,1.580e+00,5.650e-01,2.042e+00,1.324e+05,1.610e-01,2.146e-02,4.390e-01,4.665e-03
run_147.nc,Cyril,IMFT,run_147.nc,silica sand,Sand120m_Theta0 -- run10,IMFT,2.432e-02,1.161e-04,2.650e+03,7.400e-03,0.000e+00,9.983e+02,9.983e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.212e-02,1.038e+03,3.948e-01,2.825e-01,2.042e+00,5.929e+04,4.024e-02,4.292e-02,3.978e-01,4.128e-03
run_148.nc,Cyril/Marie,IMFT/LEGI,run_148.nc,silica sand,Theta7 -- run01,LEGI,6.752e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.958e-01,5.000e-01,nan,1.213e-02,1.110e+03,1.096e+00,5.695e-01,2.958e+00,1.869e+05,1.118e-01,2.129e-02,3.493e-01,2.478e-05
run_149.nc,Cyril/Marie,IMFT/LEGI,run_149.nc,silica sand,Theta7 -- run02,LEGI,3.565e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.817e-01,5.000e-01,nan,1.213e-02,1.057e+03,5.789e-01,4.038e-01,2.817e+00,1.202e+05,5.901e-02,3.003e-02,3.554e-01,4.293e-04
run_150.nc,Cyril/Marie,IMFT/LEGI,run_150.nc,silica sand,Theta7 -- run03,LEGI,1.590e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.155e-01,5.000e-01,nan,1.213e-02,1.024e+03,2.583e-01,2.854e-01,3.155e+00,9.224e+04,2.633e-02,4.248e-02,3.076e-01,-3.658e-04
run_151.nc,Cyril/Marie,IMFT/LEGI,run_151.nc,silica sand,Theta7 -- run04,LEGI,1.590e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.155e-01,5.000e-01,nan,1.213e-02,1.024e+03,2.583e-01,2.854e-01,3.155e+00,9.224e+04,2.633e-02,4.248e-02,3.334e-01,1.185e-03
run_152.nc,Cyril/Marie,IMFT/LEGI,run_152.nc,silica sand,Theta7 -- run05,LEGI,7.080e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.817e-01,5.000e-01,nan,1.213e-02,1.115e+03,1.150e+00,5.691e-01,2.817e+00,1.787e+05,1.172e-01,2.131e-02,3.327e-01,-3.844e-04
run_153.nc,Cyril/Marie,IMFT/LEGI,run_153.nc,silica sand,Theta7 -- run06,LEGI,9.151e-02,1.161e-04,2.650e+03,7.400e-03,7.000e+00,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.732e-01,5.000e-01,nan,1.213e-02,1.149e+03,1.486e+00,6.372e-01,2.732e+00,2.001e+05,1.515e-01,1.903e-02,3.621e-01,-1.728e-03
run_154.nc,Cyril/Marie,IMFT/LEGI,run_154.nc,silica sand,Theta10 -- run01,LEGI,3.393e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.958e-01,5.000e-01,nan,1.213e-02,1.054e+03,5.509e-01,4.037e-01,2.958e+00,1.259e+05,5.616e-02,3.004e-02,3.774e-01,5.155e-04
run_155.nc,Cyril/Marie,IMFT/LEGI,run_155.nc,silica sand,Theta10 -- run02,LEGI,6.802e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.901e-01,5.000e-01,nan,1.213e-02,1.110e+03,1.105e+00,5.661e-01,2.901e+00,1.824e+05,1.126e-01,2.142e-02,3.571e-01,-2.435e-03
run_156.nc,Cyril/Marie,IMFT/LEGI,run_156.nc,silica sand,Theta10 -- run03,LEGI,1.648e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.070e-01,5.000e-01,nan,1.213e-02,1.025e+03,2.676e-01,2.866e-01,3.070e+00,9.023e+04,2.728e-02,4.231e-02,3.681e-01,7.664e-04
run_157.nc,Cyril/Marie,IMFT/LEGI,run_157.nc,silica sand,Theta10 -- run04,LEGI,3.527e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.845e-01,5.000e-01,nan,1.213e-02,1.056e+03,5.728e-01,4.037e-01,2.845e+00,1.213e+05,5.839e-02,3.004e-02,4.079e-01,2.032e-03
run_158.nc,Cyril/Marie,IMFT/LEGI,run_158.nc,silica sand,Theta10 -- run05,LEGI,6.722e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.930e-01,5.000e-01,nan,1.213e-02,1.109e+03,1.092e+00,5.655e-01,2.930e+00,1.837e+05,1.113e-01,2.144e-02,4.070e-01,3.516e-04
run_159.nc,Cyril/Marie,IMFT/LEGI,run_159.nc,silica sand,Theta10 -- run06,LEGI,1.509e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.352e-01,5.000e-01,nan,1.213e-02,1.023e+03,2.451e-01,2.866e-01,3.352e+00,9.828e+04,2.498e-02,4.231e-02,3.823e-01,1.942e-03
run_160.nc,Cyril/Marie,IMFT/LEGI,run_160.nc,silica sand,Theta10 -- run07,LEGI,1.176e-02,1.161e-04,2.650e+03,7.400e-03,1.000e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.845e-01,5.000e-01,nan,1.213e-02,1.017e+03,1.909e-01,2.331e-01,2.845e+00,6.746e+04,1.946e-02,5.203e-02,3.440e-01,7.857e-04
run_161.nc,Cyril/Marie,IMFT/LEGI,run_161.nc,silica sand,Theta15 -- run01,LEGI,2.896e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.465e-01,5.000e-01,nan,1.213e-02,1.046e+03,4.703e-01,4.037e-01,3.465e+00,1.463e+05,4.794e-02,3.004e-02,3.709e-01,6.167e-04
run_162.nc,Cyril/Marie,IMFT/LEGI,run_162.nc,silica sand,Theta15 -- run02,LEGI,1.605e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.127e-01,5.000e-01,nan,1.213e-02,1.025e+03,2.606e-01,2.854e-01,3.127e+00,9.144e+04,2.656e-02,4.248e-02,4.121e-01,2.463e-03
run_163.nc,Cyril/Marie,IMFT/LEGI,run_163.nc,silica sand,Theta15 -- run03,LEGI,8.795e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.254e-01,5.000e-01,nan,1.213e-02,1.143e+03,1.428e+00,5.673e-01,2.254e+00,1.462e+05,1.456e-01,2.138e-02,4.261e-01,-1.746e-03
run_164.nc,Cyril/Marie,IMFT/LEGI,run_164.nc,silica sand,Theta15 -- run04,LEGI,9.151e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.732e-01,5.000e-01,nan,1.213e-02,1.149e+03,1.486e+00,6.372e-01,2.732e+00,2.001e+05,1.515e-01,1.903e-02,3.988e-01,-3.306e-03
run_165.nc,Cyril/Marie,IMFT/LEGI,run_165.nc,silica sand,Theta15 -- run05,LEGI,3.535e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.845e-01,5.000e-01,nan,1.213e-02,1.056e+03,5.740e-01,4.041e-01,2.845e+00,1.215e+05,5.851e-02,3.001e-02,3.850e-01,-1.904e-03
run_166.nc,Cyril/Marie,IMFT/LEGI,run_166.nc,silica sand,Theta15 -- run06,LEGI,6.312e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,3.127e-01,5.000e-01,nan,1.213e-02,1.102e+03,1.025e+00,5.661e-01,3.127e+00,1.951e+05,1.045e-01,2.142e-02,4.021e-01,4.209e-04
run_167.nc,Cyril/Marie,IMFT/LEGI,run_167.nc,silica sand,Theta15 -- run07,LEGI,8.847e-03,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,2.845e-01,5.000e-01,nan,1.213e-02,1.013e+03,1.437e-01,2.022e-01,2.845e+00,5.825e+04,1.465e-02,5.998e-02,3.953e-01,1.724e-03
run_168.nc,Cyril/Marie,IMFT/LEGI,run_168.nc,silica sand,Theta15 -- run08,LEGI,1.297e-02,1.161e-04,2.650e+03,7.400e-03,1.500e+01,9.980e+02,9.980e+02,nan,nan,2.100e+01,2.100e+01,1.000e-01,1.000e-01,1.380e-01,5.000e-01,nan,1.213e-02,1.019e+03,2.105e-01,1.705e-01,1.380e+00,2.399e+04,2.146e-02,7.114e-02,4.628e-01,8.551e-03
run_169.nc,Jean,LEMTA,run_169.nc,polystyren beads,run1.nc,LEMTA,3.290e-02,1.000e-03,1.038e+03,nan,0.000e+00,1.015e+03,1.040e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.850e-01,2.900e-01,2.000e-01,-5.450e-04,1.039e+03,2.365e-01,2.596e-01,2.850e+00,7.691e+04,2.411e-02,-2.099e-03,4.326e-01,0.000e+00
run_170.nc,Jean,LEMTA,run_170.nc,polystyren beads,run10.nc,LEMTA,5.516e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.014e+03,1.038e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.000e-01,2.000e-01,2.000e-01,0.000e+00,1.038e+03,2.370e-01,2.177e-01,2.000e+00,4.522e+04,2.416e-02,0.000e+00,2.974e-01,0.000e+00
run_171.nc,Jean,LEMTA,run_171.nc,polystyren beads,run11.nc,LEMTA,6.014e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.014e+03,1.038e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.000e-01,2.000e-01,2.000e-01,0.000e+00,1.038e+03,2.370e-01,2.177e-01,2.000e+00,4.522e+04,2.416e-02,0.000e+00,1.609e-01,0.000e+00
run_172.nc,Jean,LEMTA,run_172.nc,polystyren beads,run12.nc,LEMTA,5.828e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.014e+03,1.038e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.200e-01,2.000e-01,2.000e-01,0.000e+00,1.038e+03,2.370e-01,2.284e-01,2.200e+00,5.217e+04,2.416e-02,0.000e+00,2.207e-01,0.000e+00
run_173.nc,Jean,LEMTA,run_173.nc,polystyren beads,run2.nc,LEMTA,7.450e-02,1.000e-03,1.038e+03,nan,0.000e+00,1.004e+03,1.029e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.700e-01,2.900e-01,2.000e-01,5.396e-03,1.029e+03,2.466e-01,2.580e-01,2.700e+00,7.171e+04,2.513e-02,2.091e-02,4.689e-01,0.000e+00
run_174.nc,Jean,LEMTA,run_174.nc,polystyren beads,run3.nc,LEMTA,1.041e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.012e+03,1.036e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.650e-01,2.700e-01,2.000e-01,1.090e-03,1.037e+03,2.395e-01,2.519e-01,2.650e+00,6.921e+04,2.442e-02,4.327e-03,4.367e-01,0.000e+00
run_175.nc,Jean,LEMTA,run_175.nc,polystyren beads,run4.nc,LEMTA,2.150e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.013e+03,1.038e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.850e-01,2.900e-01,2.000e-01,4.360e-04,1.038e+03,2.389e-01,2.609e-01,2.850e+00,7.718e+04,2.435e-02,1.671e-03,4.216e-01,0.000e+00
run_176.nc,Jean,LEMTA,run_176.nc,polystyren beads,run5.nc,LEMTA,3.386e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.011e+03,1.036e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.550e-01,2.620e-01,2.000e-01,1.635e-03,1.037e+03,2.476e-01,2.513e-01,2.550e+00,6.641e+04,2.524e-02,6.507e-03,4.282e-01,0.000e+00
run_177.nc,Jean,LEMTA,run_177.nc,polystyren beads,run6.nc,LEMTA,4.423e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.010e+03,1.034e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.510e-01,2.520e-01,2.000e-01,2.180e-03,1.036e+03,2.551e-01,2.531e-01,2.510e+00,6.582e+04,2.601e-02,8.614e-03,3.677e-01,0.000e+00
run_178.nc,Jean,LEMTA,run_178.nc,polystyren beads,run7.nc,LEMTA,3.000e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.011e+03,1.036e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,2.560e-01,2.600e-01,2.000e-01,1.526e-03,1.037e+03,2.458e-01,2.509e-01,2.560e+00,6.657e+04,2.506e-02,6.083e-03,4.151e-01,0.000e+00
run_179.nc,Jean,LEMTA,run_179.nc,polystyren beads,run8.nc,LEMTA,4.077e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.014e+03,1.038e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,1.990e-01,2.000e-01,2.000e-01,0.000e+00,1.038e+03,2.370e-01,2.172e-01,1.990e+00,4.488e+04,2.416e-02,0.000e+00,4.245e-01,0.000e+00
run_180.nc,Jean,LEMTA,run_180.nc,polystyren beads,run9.nc,LEMTA,5.000e-01,1.000e-03,1.038e+03,nan,0.000e+00,1.014e+03,1.038e+03,1.000e-03,1.000e-03,1.480e+01,1.480e+01,1.000e-01,1.000e-01,1.990e-01,2.000e-01,2.000e-01,1.635e-04,1.038e+03,2.385e-01,2.179e-01,1.990e+00,4.502e+04,2.432e-02,7.504e-04,2.974e-01,0.000e+00
run_181.nc,Julien,LEGI,run_181.nc,glass beads,Julien -- run01_front.nc,NUM,1.500e-02,6.000e-05,2.650e+03,2.228e-05,0.000e+00,1.000e+03,1.000e+03,-,-,-,-,1.000e-01,1.000e+00,2.000e-01,-,-,3.237e-03,1.025e+03,2.428e-01,2.204e-01,2.000e-02,4.516e+04,2.475e-02,1.469e-02,4.658e-01,4.728e-03
run_182.nc,Julien,LEGI,run_182.nc,glass beads,Julien -- run02_front.nc,NUM,1.500e-02,6.000e-05,2.650e+03,2.228e-05,2.865e+00,1.000e+03,1.000e+03,-,-,-,-,1.000e-01,1.000e+00,2.000e-01,-,-,3.237e-03,1.025e+03,2.428e-01,2.204e-01,2.000e-02,4.516e+04,2.475e-02,1.469e-02,4.587e-01,5.400e-04
run_183.nc,Julien,LEGI,run_183.nc,glass beads,Julien -- run03_front.nc,NUM,1.500e-02,6.000e-05,2.650e+03,2.228e-05,5.735e+00,1.000e+03,1.000e+03,-,-,-,-,1.000e-01,1.000e+00,2.000e-01,-,-,3.237e-03,1.025e+03,2.428e-01,2.204e-01,2.000e-02,4.516e+04,2.475e-02,1.469e-02,4.806e-01,-6.840e-04
run_184.nc,Julien,LEGI,run_184.nc,glass beads,Julien -- run04_front.nc,NUM,1.500e-02,6.000e-05,2.650e+03,2.228e-05,2.358e+01,1.000e+03,1.000e+03,-,-,-,-,1.000e-01,1.000e+00,2.000e-01,-,-,3.237e-03,1.025e+03,2.428e-01,2.204e-01,2.000e-02,4.516e+04,2.475e-02,1.469e-02,6.803e-01,6.120e-03
run_185.nc,Julien,LEGI,run_185.nc,glass beads,Julien -- run05_front.nc,NUM,1.500e-02,6.000e-05,2.650e+03,2.228e-05,4.443e+01,1.000e+03,1.000e+03,-,-,-,-,1.000e-01,1.000e+00,2.000e-01,-,-,3.237e-03,1.025e+03,2.428e-01,2.204e-01,2.000e-02,4.516e+04,2.475e-02,1.469e-02,7.124e-01,8.917e-03
run_186.nc,Julien,LEGI,run_186.nc,glass beads,Julien -- run06_front.nc,NUM,1.000e-01,6.000e-05,2.650e+03,2.228e-05,0.000e+00,1.000e+03,1.000e+03,-,-,-,-,1.000e-01,1.000e+00,2.000e-01,-,-,3.237e-03,1.165e+03,1.619e+00,5.690e-01,2.000e-02,1.326e+05,1.650e-01,5.690e-03,nan,nan
run_187.nc,Julien,LEGI,run_187.nc,glass beads,Julien -- run07_front.nc,NUM,1.000e-01,6.000e-05,2.650e+03,2.228e-05,5.735e+00,1.000e+03,1.000e+03,-,-,-,-,1.000e-01,1.000e+00,2.000e-01,-,-,3.237e-03,1.165e+03,1.619e+00,5.690e-01,2.000e-02,1.326e+05,1.650e-01,5.690e-03,nan,nan
run_188.nc,Julien,LEGI,run_188.nc,glass beads,Julien -- run08_front.nc,NUM,1.000e-01,6.000e-05,2.650e+03,2.228e-05,4.443e+01,1.000e+03,1.000e+03,-,-,-,-,1.000e-01,1.000e+00,2.000e-01,-,-,3.237e-03,1.165e+03,1.619e+00,5.690e-01,2.000e-02,1.326e+05,1.650e-01,5.690e-03,nan,nan
run_189.nc,Julien,LEGI,run_189.nc,glass beads,Julien -- run02_front.nc,NUM,4.615e-01,2.500e-04,1.190e+03,5.500e-03,4.540e+01,1.000e+03,1.000e+03,-,-,-,-,3.000e-01,1.000e+00,5.000e-01,-,-,6.472e-03,1.088e+03,8.602e-01,6.558e-01,1.667e+00,3.567e+05,8.768e-02,9.868e-03,6.906e-01,1.455e-02
