file_ID,author,lab,label,particle_type,run_oldID,setup,phi (-),d (m),rho_p (kg/m3),v_s (m/s),alpha (deg.),rho_a (kg/m3),rho_f (kg/m3),nu_f (kg/(m.s)),nu_a (kg/(m.s)),T_a (deg. celsius),T_f (deg. celsius),L0 (m),W0 (m),H0 (m),H_a (m),L_1 (m),vs (m/s),rho_c (kg/m3),gprime (m/s2),u0 (m/s),t0 (s),a (-),Re (-),At (-),St (-),Fr (-),lamb (-)
run_058.nc,Cyril,IMFT,run_058.nc,silica sand,Slope3 -- manip15,IMFT,1.248e-01,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.204e+03,2.027e+00,6.436e-01,1.538e-01,2.067e+00,1.586e+05,2.066e-01,1.884e-02,3.621e-01,-1.289e-03
run_059.nc,Cyril,IMFT,run_059.nc,silica sand,Slope3 -- manip16,IMFT,1.008e-01,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.165e+03,1.637e+00,5.784e-01,1.711e-01,2.067e+00,1.378e+05,1.669e-01,2.096e-02,3.791e-01,-4.657e-04
run_060.nc,Cyril,IMFT,run_060.nc,silica sand,Slope3 -- manip17,IMFT,1.008e-01,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.165e+03,1.637e+00,5.784e-01,1.711e-01,2.067e+00,1.378e+05,1.669e-01,2.096e-02,3.453e-01,1.079e-03
run_061.nc,Cyril,IMFT,run_061.nc,silica sand,Slope3 -- manip18,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.118e-01,3.176e-01,2.067e+00,6.675e+04,4.848e-02,3.890e-02,4.390e-01,5.318e-03
run_062.nc,Cyril,IMFT,run_062.nc,silica sand,Slope3 -- manip19,IMFT,1.536e-01,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.252e+03,2.495e+00,7.140e-01,1.386e-01,2.067e+00,1.829e+05,2.543e-01,1.698e-02,3.860e-01,-2.427e-04
run_063.nc,Cyril,IMFT,run_063.nc,silica sand,Slope3 -- manip20,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.118e-01,3.176e-01,2.067e+00,6.675e+04,4.848e-02,3.890e-02,3.635e-01,-1.859e-03
run_064.nc,Cyril,IMFT,run_064.nc,silica sand,Slope3 -- manip21,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.118e-01,3.176e-01,2.067e+00,6.675e+04,4.848e-02,3.890e-02,3.259e-01,-5.176e-03
run_065.nc,Cyril,IMFT,run_065.nc,silica sand,Slope3 -- manip22,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.118e-01,3.176e-01,2.067e+00,6.675e+04,4.848e-02,3.890e-02,3.172e-01,-4.839e-03
run_066.nc,Cyril,IMFT,run_066.nc,silica sand,Slope3 -- manip23,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.118e-01,3.176e-01,2.067e+00,6.675e+04,4.848e-02,3.890e-02,3.669e-01,-1.307e-03
run_067.nc,Cyril,IMFT,run_067.nc,silica sand,Slope3 -- manip24,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.118e-01,3.176e-01,2.067e+00,6.675e+04,4.848e-02,3.890e-02,3.208e-01,-6.159e-03
run_068.nc,Cyril,IMFT,run_068.nc,silica sand,Slope3 -- manip25,IMFT,2.929e-02,1.161e-04,2.650e+03,7.400e-03,2.830e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.046e-01,nan,nan,1.213e-02,1.046e+03,4.756e-01,3.118e-01,3.176e-01,2.067e+00,6.675e+04,4.848e-02,3.890e-02,3.029e-01,-9.335e-03
run_069.nc,Cyril,IMFT,run_069.nc,silica sand,Slope5 -- manip01,IMFT,2.091e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.033e+03,3.396e-01,2.614e-01,3.787e-01,2.041e+00,5.453e+04,3.461e-02,4.639e-02,3.248e-01,-8.609e-03
run_070.nc,Cyril,IMFT,run_070.nc,silica sand,Slope5 -- manip02,IMFT,8.753e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.012e+03,1.421e-01,1.691e-01,5.853e-01,2.041e+00,3.459e+04,1.449e-02,7.170e-02,4.590e-01,9.835e-03
run_071.nc,Cyril,IMFT,run_071.nc,silica sand,Slope5 -- manip03,IMFT,2.966e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.047e+03,4.817e-01,3.114e-01,3.180e-01,2.041e+00,6.586e+04,4.910e-02,3.895e-02,3.180e-01,-8.904e-03
run_072.nc,Cyril,IMFT,run_072.nc,silica sand,Slope5 -- manip04,IMFT,4.085e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.065e+03,6.633e-01,3.654e-01,2.710e-01,2.041e+00,7.865e+04,6.762e-02,3.319e-02,3.175e-01,-5.743e-03
run_073.nc,Cyril,IMFT,run_073.nc,silica sand,Slope5 -- manip05,IMFT,5.057e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.082e+03,8.212e-01,4.065e-01,2.435e-01,2.041e+00,8.883e+04,8.372e-02,2.983e-02,3.277e-01,-2.952e-03
run_074.nc,Cyril,IMFT,run_074.nc,silica sand,Slope5 -- manip06,IMFT,6.419e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.104e+03,1.042e+00,4.580e-01,2.161e-01,2.041e+00,1.022e+05,1.063e-01,2.648e-02,3.423e-01,-1.644e-03
run_075.nc,Cyril,IMFT,run_075.nc,silica sand,Slope5 -- manip07,IMFT,7.975e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.130e+03,1.295e+00,5.105e-01,1.939e-01,2.041e+00,1.165e+05,1.320e-01,2.375e-02,3.296e-01,-4.647e-03
run_076.nc,Cyril,IMFT,run_076.nc,silica sand,Slope5 -- manip08,IMFT,1.264e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.207e+03,2.053e+00,6.428e-01,1.540e-01,2.041e+00,1.567e+05,2.093e-01,1.886e-02,3.808e-01,-9.331e-04
run_077.nc,Cyril,IMFT,run_077.nc,silica sand,Slope5 -- manip09,IMFT,1.021e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.167e+03,1.658e+00,5.777e-01,1.714e-01,2.041e+00,1.362e+05,1.690e-01,2.099e-02,3.794e-01,-4.031e-03
run_078.nc,Cyril,IMFT,run_078.nc,silica sand,Slope5 -- manip10,IMFT,6.808e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.009e+03,1.106e-01,1.492e-01,6.637e-01,2.041e+00,3.041e+04,1.127e-02,8.130e-02,4.002e-01,4.322e-03
run_079.nc,Cyril,IMFT,run_079.nc,silica sand,Slope5 -- manip11,IMFT,4.863e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.006e+03,7.897e-02,1.261e-01,7.853e-01,2.041e+00,2.562e+04,8.050e-03,9.619e-02,4.275e-01,1.073e-02
run_080.nc,Cyril,IMFT,run_080.nc,silica sand,Slope5 -- manip12,IMFT,2.431e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.002e+03,3.948e-02,8.914e-02,1.111e+00,2.041e+00,1.804e+04,4.025e-03,1.360e-01,4.486e-01,1.634e-02
run_081.nc,Cyril,IMFT,run_081.nc,silica sand,Slope5 -- manip13,IMFT,6.808e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.009e+03,1.106e-01,1.492e-01,6.637e-01,2.041e+00,3.041e+04,1.127e-02,8.130e-02,4.277e-01,7.569e-03
run_082.nc,Cyril,IMFT,run_082.nc,silica sand,Slope5 -- manip14,IMFT,6.808e-03,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.009e+03,1.106e-01,1.492e-01,6.637e-01,2.041e+00,3.041e+04,1.127e-02,8.130e-02,4.500e-01,1.008e-02
run_083.nc,Cyril,IMFT,run_083.nc,silica sand,Slope5 -- manip15,IMFT,2.966e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.047e+03,4.817e-01,3.114e-01,3.180e-01,2.041e+00,6.586e+04,4.910e-02,3.895e-02,3.314e-01,-5.023e-03
run_084.nc,Cyril,IMFT,run_084.nc,silica sand,Slope5 -- manip16,IMFT,2.966e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.047e+03,4.817e-01,3.114e-01,3.180e-01,2.041e+00,6.586e+04,4.910e-02,3.895e-02,3.498e-01,-3.960e-03
run_085.nc,Cyril,IMFT,run_085.nc,silica sand,Slope5 -- manip17,IMFT,1.459e-02,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.022e+03,2.369e-01,2.184e-01,4.534e-01,2.041e+00,4.509e+04,2.415e-02,5.554e-02,3.445e-01,-3.597e-03
run_086.nc,Cyril,IMFT,run_086.nc,silica sand,Slope5 -- manip18,IMFT,1.556e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.255e+03,2.527e+00,7.131e-01,1.388e-01,2.041e+00,1.808e+05,2.576e-01,1.700e-02,3.634e-01,-2.622e-03
run_087.nc,Cyril,IMFT,run_087.nc,silica sand,Slope5 -- manip19,IMFT,1.021e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.167e+03,1.658e+00,5.777e-01,1.714e-01,2.041e+00,1.362e+05,1.690e-01,2.099e-02,3.890e-01,2.728e-03
run_088.nc,Cyril,IMFT,run_088.nc,silica sand,Slope5 -- manip20,IMFT,1.021e-01,1.161e-04,2.650e+03,7.400e-03,4.980e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.020e-01,nan,nan,1.213e-02,1.167e+03,1.658e+00,5.777e-01,1.714e-01,2.041e+00,1.362e+05,1.690e-01,2.099e-02,3.576e-01,-5.344e-03
run_089.nc,Cyril,IMFT,run_089.nc,glass beads,Silibeads40_70 -- run01,IMFT,9.809e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.014e+03,1.593e-01,1.787e-01,5.540e-01,2.042e+00,3.663e+04,1.624e-02,2.077e-02,4.311e-01,6.419e-04
run_090.nc,Cyril,IMFT,run_090.nc,glass beads,Silibeads40_70 -- run02,IMFT,2.920e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.046e+03,4.743e-01,3.084e-01,3.210e-01,2.042e+00,6.520e+04,4.835e-02,1.203e-02,4.119e-01,-7.488e-04
run_091.nc,Cyril,IMFT,run_091.nc,glass beads,Silibeads40_70 -- run03,IMFT,4.861e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.078e+03,7.894e-01,3.978e-01,2.488e-01,2.042e+00,8.670e+04,8.047e-02,9.328e-03,4.080e-01,-2.758e-03
run_092.nc,Cyril,IMFT,run_092.nc,glass beads,Silibeads40_70 -- run04,IMFT,4.861e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.006e+03,7.894e-02,1.258e-01,7.869e-01,2.042e+00,2.558e+04,8.047e-03,2.950e-02,4.458e-01,4.766e-03
run_093.nc,Cyril,IMFT,run_093.nc,glass beads,Silibeads40_70 -- run05,IMFT,1.458e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.976e+02,9.976e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.022e+03,2.369e-01,2.180e-01,4.542e-01,2.042e+00,4.501e+04,2.415e-02,1.703e-02,4.512e-01,1.622e-03
run_094.nc,Cyril,IMFT,run_094.nc,glass beads,Silibeads40_70 -- run06,IMFT,1.168e-01,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.976e+02,9.976e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.191e+03,1.898e+00,6.169e-01,1.605e-01,2.042e+00,1.485e+05,1.935e-01,6.017e-03,4.371e-01,-3.086e-03
run_095.nc,Cyril,IMFT,run_095.nc,glass beads,Silibeads40_70 -- run07,IMFT,1.966e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.976e+02,9.976e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.030e+03,3.194e-01,2.531e-01,3.912e-01,2.042e+00,5.269e+04,3.256e-02,1.467e-02,3.995e-01,-1.155e-03
run_096.nc,Cyril,IMFT,run_096.nc,glass beads,Silibeads40_70 -- run08,IMFT,7.295e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.978e+02,9.978e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.118e+03,1.185e+00,4.874e-01,2.031e-01,2.042e+00,1.102e+05,1.208e-01,7.614e-03,5.709e-01,8.490e-03
run_097.nc,Cyril,IMFT,run_097.nc,glass beads,Silibeads40_70 -- run09,IMFT,1.465e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.978e+02,9.978e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.022e+03,2.380e-01,2.184e-01,4.532e-01,2.042e+00,4.512e+04,2.426e-02,1.699e-02,4.588e-01,2.181e-03
run_098.nc,Cyril,IMFT,run_098.nc,glass beads,Silibeads40_70 -- run10,IMFT,9.809e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.978e+02,9.978e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.160e+03,1.593e+00,5.652e-01,1.752e-01,2.042e+00,1.325e+05,1.624e-01,6.566e-03,5.221e-01,3.466e-03
run_099.nc,Cyril,IMFT,run_099.nc,glass beads,Silibeads40_70 -- run11,IMFT,3.500e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.978e+02,9.978e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.711e-03,1.004e+03,5.685e-02,1.068e-01,9.273e-01,2.042e+00,2.166e+04,5.795e-03,3.476e-02,4.021e-01,4.811e-03
run_100.nc,Cyril,IMFT,run_100.nc,glass beads,Silibeads40_70 -- run12,IMFT,2.430e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.002e+03,3.948e-02,8.898e-02,1.113e+00,2.042e+00,1.801e+04,4.025e-03,4.172e-02,3.990e-01,4.995e-03
run_101.nc,Cyril,IMFT,run_101.nc,glass beads,Silibeads40_70 -- run13,IMFT,1.458e-01,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.239e+03,2.369e+00,6.892e-01,1.436e-01,2.042e+00,1.725e+05,2.415e-01,5.385e-03,4.576e-01,-1.289e-03
run_102.nc,Cyril,IMFT,run_102.nc,glass beads,Silibeads40_70 -- run14,IMFT,6.805e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.009e+03,1.106e-01,1.489e-01,6.649e-01,2.042e+00,3.036e+04,1.127e-02,2.493e-02,3.872e-01,1.295e-04
run_103.nc,Cyril,IMFT,run_103.nc,glass beads,Silibeads40_70 -- run15,IMFT,4.864e-02,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.078e+03,7.902e-01,3.980e-01,2.487e-01,2.042e+00,8.673e+04,8.055e-02,9.325e-03,5.063e-01,3.683e-03
run_104.nc,Cyril,IMFT,run_104.nc,glass beads,Silibeads40_70 -- run16,IMFT,2.450e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.002e+03,3.980e-02,8.933e-02,1.108e+00,2.042e+00,1.809e+04,4.057e-03,4.155e-02,4.021e-01,6.376e-03
run_105.nc,Cyril,IMFT,run_105.nc,glass beads,Silibeads40_70 -- run17,IMFT,3.422e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.003e+03,5.559e-02,1.056e-01,9.377e-01,2.042e+00,2.141e+04,5.667e-03,3.516e-02,4.082e-01,3.458e-03
run_106.nc,Cyril,IMFT,run_106.nc,glass beads,Silibeads40_70 -- run18,IMFT,4.900e-03,6.420e-05,2.650e+03,3.174e-03,7.240e+00,9.977e+02,9.977e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.712e-03,1.006e+03,7.960e-02,1.263e-01,7.836e-01,2.042e+00,2.568e+04,8.114e-03,2.938e-02,4.958e-01,6.735e-03
run_107.nc,Cyril,IMFT,run_107.nc,glass beads,Silibeads100_200 -- run01,IMFT,9.721e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.014e+03,1.579e-01,1.779e-01,5.564e-01,2.042e+00,3.646e+04,1.609e-02,9.231e-02,5.146e-01,2.327e-02
run_108.nc,Cyril,IMFT,run_108.nc,glass beads,Silibeads100_200 -- run02,IMFT,1.461e-02,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.022e+03,2.373e-01,2.181e-01,4.539e-01,2.042e+00,4.506e+04,2.419e-02,7.530e-02,4.477e-01,1.193e-02
run_109.nc,Cyril,IMFT,run_109.nc,glass beads,Silibeads100_200 -- run03,IMFT,2.918e-02,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.046e+03,4.740e-01,3.083e-01,3.211e-01,2.042e+00,6.518e+04,4.832e-02,5.328e-02,4.452e-01,7.111e-03
run_110.nc,Cyril,IMFT,run_110.nc,glass beads,Silibeads100_200 -- run04,IMFT,6.805e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.979e+02,9.979e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.009e+03,1.105e-01,1.489e-01,6.651e-01,2.042e+00,3.036e+04,1.127e-02,1.103e-01,4.532e-01,1.630e-02
run_111.nc,Cyril,IMFT,run_111.nc,glass beads,Silibeads100_200 -- run05,IMFT,4.862e-02,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.078e+03,7.895e-01,3.979e-01,2.488e-01,2.042e+00,8.671e+04,8.048e-02,4.128e-02,4.608e-01,5.694e-03
run_112.nc,Cyril,IMFT,run_112.nc,glass beads,Silibeads100_200 -- run06,IMFT,1.944e-02,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.030e+03,3.157e-01,2.516e-01,3.935e-01,2.042e+00,5.238e+04,3.218e-02,6.527e-02,4.138e-01,9.475e-03
run_113.nc,Cyril,IMFT,run_113.nc,glass beads,Silibeads100_200 -- run07,IMFT,9.799e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.014e+03,1.591e-01,1.786e-01,5.543e-01,2.042e+00,3.661e+04,1.622e-02,9.195e-02,4.044e-01,8.314e-03
run_114.nc,Cyril,IMFT,run_114.nc,glass beads,Silibeads100_200 -- run08,IMFT,4.909e-03,1.351e-04,2.650e+03,1.144e-02,7.240e+00,9.980e+02,9.980e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,1.642e-02,1.006e+03,7.972e-02,1.264e-01,7.831e-01,2.042e+00,2.571e+04,8.126e-03,1.299e-01,4.284e-01,2.502e-02
run_115.nc,Cyril,IMFT,run_115.nc,glass beads,Silibeads150_250 -- run01,IMFT,2.922e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.046e+03,4.744e-01,3.084e-01,3.210e-01,2.042e+00,6.523e+04,4.836e-02,1.019e-01,4.690e-01,1.802e-02
run_116.nc,Cyril,IMFT,run_116.nc,glass beads,Silibeads150_250 -- run02,IMFT,1.944e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.030e+03,3.156e-01,2.516e-01,3.935e-01,2.042e+00,5.238e+04,3.217e-02,1.250e-01,3.811e-01,1.071e-02
run_117.nc,Cyril,IMFT,run_117.nc,glass beads,Silibeads150_250 -- run03,IMFT,4.863e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.079e+03,7.894e-01,3.978e-01,2.489e-01,2.042e+00,8.672e+04,8.047e-02,7.902e-02,4.792e-01,1.161e-02
run_118.nc,Cyril,IMFT,run_118.nc,glass beads,Silibeads150_250 -- run04,IMFT,2.918e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.046e+03,4.737e-01,3.082e-01,3.212e-01,2.042e+00,6.518e+04,4.829e-02,1.020e-01,4.717e-01,1.979e-02
run_119.nc,Cyril,IMFT,run_119.nc,glass beads,Silibeads150_250 -- run05,IMFT,7.297e-02,1.869e-04,2.650e+03,1.926e-02,7.240e+00,9.982e+02,9.982e+02,nan,nan,2.000e+01,2.000e+01,9.900e-02,1.940e-01,2.021e-01,nan,nan,3.144e-02,1.119e+03,1.185e+00,4.873e-01,2.031e-01,2.042e+00,1.102e+05,1.207e-01,6.451e-02,6.918e-01,2.497e-02
